Aver_25_x,Aver_25_y,Aver_25_z,Aver_75_x,Aver_75_y,Aver_75_z,n_peak_x,n_peak_y,n_peak_z,P_peak_x,P_peak_y,P_peak_z,std_x,std_y,std_z,mean_x,mean_y,mean_z,BSC,FKL,FOL,SDL,CSI,CSO,JOG,JUM,SCH,STD,STN,STU,WAL,age,weigth,heigth,sex,sensor_signal
1.3153294244334282,1.5127747641859877,1.6511751183022654,1.225327721527094,0.573527530334814,1.3488832531555062,,2.2811320020992936,,1.468563397571294,1.1731147546519933,1.1534421192276791,-0.3910989831779797,-0.21346353113855668,-0.6231751743793478,1.462151109197465,1.4701842046378313,1.59687601844564,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,102,177,1,#Angle
0.43018928349466645,1.8441756029725336,-0.41409789584493306,-0.040580985175916524,0.8922385920293835,-0.9569175257775538,,1.4529758615279367,-0.30137991042603823,0.11136625281110603,-0.1969735956781936,,-0.9283608161136782,0.21551632581119673,-1.0124605207348916,0.19659633139632346,1.3753224008061102,-0.7355977239696614,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,50,160,0,#Angle
1.6302646807806862,0.8040438775529517,-0.38719677575612976,1.1497729846170461,-0.12282940603758075,-0.2235404634309499,,0.5572615063523529,-0.8241324555434083,1.3779403376692116,-0.02288152940485542,0.704826501563322,-0.3916225001239581,0.22873754037824406,1.7061305470168588,1.4972655149147687,0.17561553731747725,-0.25081388979793295,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,93,186,1,#Angle
-0.4605901382125089,1.1298427657862848,-0.3706071635123417,-0.6677884229606594,1.578451755708917,-0.2497049089719877,,0.9082530105166957,-0.29913942101810975,-0.8046546483759061,0.16557193644854296,-0.23018863780449214,-0.7239360869110494,0.7825962563758759,0.22936578194845392,-0.6656806243244818,1.6777610285421398,-0.34376898019693203,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,80,189,1,#Angle
-0.3796232713933166,-0.31687968244678666,0.4661487211946627,-0.37737296261002107,-0.9684182486565677,0.19941711181554042,,-0.2894794964033622,0.9805671547074509,-0.5121922810130158,,-0.5210243394640074,0.166236337547364,-0.6573985409658579,-0.7881208349449892,-0.363983143907768,-0.8673556365050036,0.3300284103932876,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,26,64,169,1,#Angle
-1.3150244408836094,0.8792381020590527,1.185347216348304,-1.7865748530948318,0.22101168626111042,0.8140682132195262,,0.0373724715683178,0.8295800739902104,-1.7892980706561992,,0.25875294649205216,-0.8992426895381206,0.6698800491735484,-0.32068311632417706,-1.7656008682237543,0.2188814194629267,1.0004453120129955,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,80,168,0,#Angle
-1.0714110704475517,1.6452969086735698,1.838916044820184,-1.5833858789151152,0.7867454160836026,1.3983992301751125,,1.6336753381650908,-0.11510068702180251,-1.6114498372527808,0.08797934541988586,1.552184047174741,-0.923038874010494,-0.3476336974924162,0.36716168554558376,-1.519766086886545,1.3131518253701793,1.531128811155543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,26,80,168,0,#Angle
1.4749020863077067,1.194223762582461,0.3221571299461775,1.0394675116210499,0.6654437654776427,-0.21975217888976492,,1.8895619598571702,0.5134866925273326,1.4532375483804603,,0.3997709815111139,-1.117697610090255,-0.416884756001627,-0.39112574914051607,1.4836538700399446,1.0472148810950288,0.12430882318077281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25,80,189,1,#Angle
0.8734433145011052,-1.3872902279192785,0.8557320932603948,0.40597428453404755,-1.0575020024321946,0.8679332262441088,,-1.2699691982339674,-0.4755878207795511,0.726726590966218,,0.32238133296830485,0.39320582170579627,-0.29177029611307687,0.4019735347483097,0.5762608796522249,-1.5492430018310768,0.7859955896286549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,26,55,164,0,#Angle
-0.03496849886949015,-1.06155769380604,0.01224704004750749,-0.3924958386739913,-1.2612580820765469,0.11139485907232775,,-0.9182373856561857,0.4282435316280014,-0.26457117281923476,,-0.23889335361403427,-0.6593917888971509,-0.8238484449018711,0.011181494653660388,-0.18673724911404058,-1.2897430635183595,0.08333372864002139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,26,90,170,0,#Angle
-0.9745467851344314,-1.0236051408536262,1.8656029496838034,-1.4582160772108426,0.11096796221605709,2.273576788237088,,-2.0773864111598273,,-1.519029464534336,,3.069944615491552,-1.0948537045665838,0.6789364819405462,1.1470927184892274,-1.4156476100637108,-0.031026040648953635,2.245523106308052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,26,90,170,0,#Angle
